Fecha,Hora,Persona,Emojis
2023-03-27,22:19:00,Dome ✨ Babe,🤡
2023-03-27,22:19:00,Dome ✨ Babe,🤡
2023-03-27,22:22:00,Dome ✨ Babe,😔
2023-03-27,22:24:00,Dome ✨ Babe,💗
2023-03-27,22:27:00,Dome ✨ Babe,🤣
2023-03-28,11:45:00,Dome ✨ Babe,❤️
2023-03-28,11:45:00,Dome ✨ Babe,☺️
2023-03-28,11:46:00,Dome ✨ Babe,😊
2023-03-28,20:27:00,Dome ✨ Babe,❤️
2023-03-28,22:06:00,Carlos,😥
2023-03-29,01:52:00,Dome ✨ Babe,❤️
2023-03-29,01:52:00,Dome ✨ Babe,♥️
2023-03-29,10:13:00,Dome ✨ Babe,🤡
2023-03-29,16:04:00,Dome ✨ Babe,❤️
2023-03-29,18:21:00,Dome ✨ Babe,✨
2023-03-29,21:21:00,Dome ✨ Babe,🤡
2023-03-29,21:21:00,Dome ✨ Babe,🤡
2023-03-29,21:21:00,Dome ✨ Babe,🤡
2023-03-29,21:21:00,Dome ✨ Babe,🤡
2023-03-29,21:21:00,Dome ✨ Babe,🤡
2023-03-29,21:21:00,Dome ✨ Babe,🤡
2023-03-29,21:21:00,Dome ✨ Babe,🤡
2023-03-30,09:47:00,Dome ✨ Babe,❤️
2023-03-30,10:06:00,Dome ✨ Babe,❤️
2023-03-30,10:06:00,Dome ✨ Babe,🥰
2023-03-30,11:16:00,Dome ✨ Babe,❤️
2023-03-30,11:16:00,Dome ✨ Babe,😊
2023-03-30,11:16:00,Dome ✨ Babe,☺️
2023-03-30,15:26:00,Dome ✨ Babe,❤️
2023-03-30,15:27:00,Dome ✨ Babe,♥️
2023-03-30,19:36:00,Dome ✨ Babe,😘
2023-03-30,21:13:00,Dome ✨ Babe,✨
2023-03-31,12:53:00,Dome ✨ Babe,❤️
2023-03-31,14:11:00,Carlos,❤️
2023-03-31,19:33:00,Dome ✨ Babe,🤔
2023-01-04,10:23:00,Dome ✨ Babe,🤣
2023-01-04,10:23:00,Dome ✨ Babe,🧐
2023-01-04,13:07:00,Dome ✨ Babe,♥️
2023-01-04,14:42:00,Carlos,💕
2023-01-04,16:34:00,Dome ✨ Babe,🥰
2023-01-04,16:34:00,Dome ✨ Babe,♥️
2023-01-04,19:00:00,Dome ✨ Babe,☺️
2023-01-04,20:58:00,Dome ✨ Babe,🤣
2023-02-04,19:42:00,Dome ✨ Babe,♥️
2023-02-04,19:42:00,Dome ✨ Babe,🥰
2023-02-04,19:43:00,Dome ✨ Babe,❤️
2023-02-04,19:53:00,Dome ✨ Babe,♥️
2023-02-04,21:24:00,Dome ✨ Babe,🤣
2023-02-04,21:25:00,Dome ✨ Babe,😑
2023-02-04,21:25:00,Dome ✨ Babe,😑
2023-02-04,21:25:00,Dome ✨ Babe,😑
2023-03-04,11:40:00,Dome ✨ Babe,♥️
2023-03-04,11:40:00,Dome ✨ Babe,✨
2023-03-04,21:02:00,Dome ✨ Babe,👀
2023-03-04,21:02:00,Dome ✨ Babe,👀
2023-03-04,21:02:00,Dome ✨ Babe,👀
2023-04-04,09:20:00,Dome ✨ Babe,🤡
2023-04-04,09:40:00,Carlos,❤️
2023-04-04,10:23:00,Dome ✨ Babe,❤️
2023-04-04,10:24:00,Dome ✨ Babe,✨
2023-04-04,10:27:00,Dome ✨ Babe,❤️
2023-04-04,12:10:00,Dome ✨ Babe,🤡
2023-04-04,12:19:00,Dome ✨ Babe,❤️
2023-04-04,12:33:00,Dome ✨ Babe,🤣
2023-04-04,14:35:00,Dome ✨ Babe,🤣
2023-04-04,16:16:00,Dome ✨ Babe,😏
2023-04-04,16:16:00,Dome ✨ Babe,💖
2023-04-04,16:16:00,Dome ✨ Babe,🤣
2023-04-04,16:41:00,Carlos,❤️
2023-04-04,16:43:00,Dome ✨ Babe,🤡
2023-04-04,16:44:00,Dome ✨ Babe,🥰
2023-04-04,20:12:00,Dome ✨ Babe,🤣
2023-04-04,20:13:00,Dome ✨ Babe,❤️
2023-04-04,20:14:00,Dome ✨ Babe,😏
2023-04-04,20:14:00,Dome ✨ Babe,😏
2023-04-04,23:06:00,Carlos,🥰
2023-05-04,06:31:00,Dome ✨ Babe,😗
2023-05-04,06:31:00,Dome ✨ Babe,❤️
2023-05-04,07:59:00,Carlos,♥️
2023-05-04,07:59:00,Carlos,♥️
2023-05-04,07:59:00,Dome ✨ Babe,❤️
2023-05-04,08:00:00,Dome ✨ Babe,❤️
2023-05-04,22:25:00,Dome ✨ Babe,🥰
2023-06-04,05:59:00,Dome ✨ Babe,🤣
2023-06-04,09:45:00,Dome ✨ Babe,😊
2023-06-04,19:16:00,Dome ✨ Babe,❤️
2023-06-04,19:16:00,Dome ✨ Babe,❤️
2023-06-04,19:47:00,Dome ✨ Babe,💖
2023-06-04,19:51:00,Dome ✨ Babe,😳
2023-06-04,19:51:00,Dome ✨ Babe,😏
2023-06-04,19:51:00,Dome ✨ Babe,😏
2023-06-04,19:51:00,Dome ✨ Babe,😏
2023-06-04,20:12:00,Dome ✨ Babe,🤡
2023-06-04,20:18:00,Dome ✨ Babe,♥️
2023-06-04,20:34:00,Dome ✨ Babe,♥
2023-06-04,21:23:00,Dome ✨ Babe,♥️
2023-06-04,21:23:00,Dome ✨ Babe,♥️
2023-06-04,21:27:00,Dome ✨ Babe,💞
2023-07-04,09:18:00,Dome ✨ Babe,🧐
2023-07-04,10:15:00,Dome ✨ Babe,🤡
2023-07-04,15:07:00,Dome ✨ Babe,😑
2023-07-04,15:07:00,Dome ✨ Babe,🤣
2023-07-04,15:07:00,Dome ✨ Babe,🤣
2023-07-04,15:07:00,Dome ✨ Babe,🤣
2023-07-04,15:07:00,Dome ✨ Babe,🤣
2023-07-04,15:08:00,Dome ✨ Babe,🤣
2023-07-04,15:12:00,Dome ✨ Babe,😗
2023-07-04,20:51:00,Dome ✨ Babe,🥰
2023-07-04,20:52:00,Dome ✨ Babe,🥰
2023-07-04,21:16:00,Dome ✨ Babe,😗
2023-07-04,21:16:00,Dome ✨ Babe,😗
2023-07-04,21:16:00,Dome ✨ Babe,😗
2023-07-04,22:18:00,Dome ✨ Babe,❤️
2023-08-04,22:39:00,Dome ✨ Babe,😔
2023-08-04,22:53:00,Carlos,✨
2023-08-04,22:54:00,Dome ✨ Babe,😗
2023-09-04,00:00:00,Dome ✨ Babe,🥰
2023-09-04,00:00:00,Dome ✨ Babe,❤️
2023-09-04,00:03:00,Carlos,🥰
2023-09-04,00:04:00,Carlos,🥰
2023-09-04,00:06:00,Dome ✨ Babe,❤️
2023-09-04,00:07:00,Dome ✨ Babe,😊
2023-09-04,11:11:00,Dome ✨ Babe,❤️
2023-09-04,11:12:00,Dome ✨ Babe,🤤
2023-09-04,14:31:00,Dome ✨ Babe,❤️
2023-09-04,14:31:00,Dome ✨ Babe,❤️
2023-09-04,21:19:00,Dome ✨ Babe,❤️
2023-09-04,21:30:00,Carlos,🥰
2023-09-04,21:33:00,Dome ✨ Babe,🥺
2023-09-04,23:14:00,Carlos,🤔
2023-09-04,23:15:00,Dome ✨ Babe,😗
2023-09-04,23:21:00,Dome ✨ Babe,🤣
2023-09-04,23:21:00,Dome ✨ Babe,🤣
2023-09-04,23:21:00,Dome ✨ Babe,🤣
2023-09-04,23:21:00,Dome ✨ Babe,🤣
2023-09-04,23:28:00,Carlos,🤔
2023-09-04,23:31:00,Dome ✨ Babe,🤣
2023-10-04,14:32:00,Dome ✨ Babe,❤️
2023-10-04,21:23:00,Dome ✨ Babe,❤️
2023-10-04,21:23:00,Dome ✨ Babe,😠
2023-10-04,23:34:00,Dome ✨ Babe,😳
2023-11-04,18:14:00,Dome ✨ Babe,♥
2023-04-13,19:35:00,Dome ✨ Babe,😗
2023-04-13,19:35:00,Dome ✨ Babe,🤡
2023-04-13,19:35:00,Dome ✨ Babe,🤡
2023-04-13,19:35:00,Dome ✨ Babe,🤡
2023-04-13,20:28:00,Dome ✨ Babe,❤️
2023-04-14,14:32:00,Dome ✨ Babe,😗
2023-04-14,14:32:00,Dome ✨ Babe,😗
2023-04-14,14:32:00,Dome ✨ Babe,😗
2023-04-16,09:12:00,Dome ✨ Babe,😠
2023-04-16,11:25:00,Dome ✨ Babe,❤️
2023-04-16,11:29:00,Dome ✨ Babe,😊
2023-04-16,11:29:00,Dome ✨ Babe,❤️
2023-04-16,11:29:00,Dome ✨ Babe,😗
2023-04-16,17:48:00,Carlos,🤔
2023-04-17,10:08:00,Dome ✨ Babe,❤️
2023-04-17,13:39:00,Carlos,🤔
2023-04-17,13:51:00,Dome ✨ Babe,🥰
2023-04-17,19:54:00,Carlos,💕
2023-04-17,20:07:00,Dome ✨ Babe,♥️
2023-04-17,20:08:00,Carlos,🤣
2023-04-17,20:10:00,Dome ✨ Babe,🤣
2023-04-17,20:10:00,Dome ✨ Babe,🤣
2023-04-17,20:10:00,Dome ✨ Babe,🤣
2023-04-17,20:10:00,Dome ✨ Babe,🤣
2023-04-17,20:10:00,Dome ✨ Babe,🤣
2023-04-17,20:10:00,Dome ✨ Babe,🤣
2023-04-18,09:19:00,Dome ✨ Babe,✨
2023-04-18,09:19:00,Dome ✨ Babe,😘
2023-04-18,15:21:00,Dome ✨ Babe,🧐
2023-04-18,15:21:00,Dome ✨ Babe,🧐
2023-04-18,15:21:00,Dome ✨ Babe,😗
2023-04-18,16:33:00,Dome ✨ Babe,🧐
2023-04-18,16:45:00,Dome ✨ Babe,🤣
2023-04-18,17:07:00,Dome ✨ Babe,😪
2023-04-18,22:03:00,Carlos,🥰
2023-04-18,22:05:00,Carlos,🥰
2023-04-19,11:12:00,Dome ✨ Babe,♥️
2023-04-19,11:13:00,Dome ✨ Babe,🤡
2023-04-20,00:18:00,Dome ✨ Babe,♥️
2023-04-20,00:22:00,Dome ✨ Babe,😊
2023-04-20,00:22:00,Dome ✨ Babe,😊
2023-04-20,00:22:00,Dome ✨ Babe,😊
2023-04-20,00:22:00,Dome ✨ Babe,😊
2023-04-20,00:23:00,Dome ✨ Babe,😘
2023-04-20,00:23:00,Dome ✨ Babe,😘
2023-04-20,00:25:00,Dome ✨ Babe,😘
2023-04-20,00:31:00,Dome ✨ Babe,❣️
2023-04-20,00:46:00,Dome ✨ Babe,🤣
2023-04-20,08:53:00,Carlos,🤔
2023-04-20,08:56:00,Dome ✨ Babe,🤣
2023-04-20,13:15:00,Carlos,😥
2023-04-20,16:12:00,Dome ✨ Babe,😋
2023-04-20,16:16:00,Dome ✨ Babe,🧐
2023-04-20,16:16:00,Dome ✨ Babe,🧐
2023-04-20,16:16:00,Dome ✨ Babe,🧐
2023-04-20,16:17:00,Dome ✨ Babe,👀
2023-04-20,16:17:00,Dome ✨ Babe,😌
2023-04-20,16:17:00,Dome ✨ Babe,😏
2023-04-20,16:17:00,Dome ✨ Babe,😏
2023-04-20,16:17:00,Dome ✨ Babe,😏
2023-04-20,16:18:00,Carlos,🤣
2023-04-20,16:18:00,Dome ✨ Babe,❤️
2023-04-20,16:49:00,Dome ✨ Babe,😏
2023-04-20,16:49:00,Dome ✨ Babe,❤️‍🔥
2023-04-20,16:49:00,Dome ✨ Babe,🔥
2023-04-20,16:49:00,Dome ✨ Babe,🔥
2023-04-20,16:49:00,Dome ✨ Babe,🔥
2023-04-21,05:31:00,Dome ✨ Babe,♥️
2023-04-21,08:13:00,Dome ✨ Babe,❤️‍🩹
2023-04-21,09:34:00,Dome ✨ Babe,☺️
2023-04-21,09:34:00,Dome ✨ Babe,💕
2023-04-21,10:53:00,Dome ✨ Babe,♥️
2023-04-21,10:53:00,Dome ✨ Babe,♥️
2023-04-21,10:53:00,Dome ✨ Babe,🥺
2023-04-21,10:55:00,Carlos,💕
2023-04-21,10:55:00,Carlos,🥰
2023-04-21,15:38:00,Dome ✨ Babe,😌
2023-04-21,15:38:00,Dome ✨ Babe,😘
2023-04-21,15:49:00,Dome ✨ Babe,🤣
2023-04-21,15:49:00,Dome ✨ Babe,🤣
2023-04-21,15:49:00,Dome ✨ Babe,🤣
2023-04-21,15:49:00,Dome ✨ Babe,🤣
2023-04-21,15:58:00,Carlos,🤔
2023-04-21,15:59:00,Dome ✨ Babe,💕
2023-04-21,22:37:00,Dome ✨ Babe,💕
2023-04-21,22:37:00,Dome ✨ Babe,🤡
2023-04-21,22:38:00,Dome ✨ Babe,😔
2023-04-21,23:02:00,Dome ✨ Babe,💕
2023-04-21,23:03:00,Dome ✨ Babe,💕
2023-04-21,23:03:00,Dome ✨ Babe,🥸
2023-04-21,23:06:00,Dome ✨ Babe,💕
2023-04-21,23:08:00,Dome ✨ Babe,🥸
2023-04-21,23:15:00,Dome ✨ Babe,☹️
2023-04-21,23:15:00,Dome ✨ Babe,☹️
2023-04-21,23:15:00,Dome ✨ Babe,☹️
2023-04-21,23:15:00,Dome ✨ Babe,☹️
2023-04-21,23:15:00,Dome ✨ Babe,☹️
2023-04-21,23:22:00,Dome ✨ Babe,💕
2023-04-21,23:30:00,Carlos,💕
2023-04-22,08:14:00,Carlos,🥰
2023-04-22,09:15:00,Dome ✨ Babe,😊
2023-04-22,09:15:00,Dome ✨ Babe,💞
2023-04-22,09:31:00,Dome ✨ Babe,😘
2023-04-22,09:31:00,Dome ✨ Babe,😘
2023-04-22,09:31:00,Dome ✨ Babe,😘
2023-04-22,14:10:00,Carlos,💕
2023-04-22,14:10:00,Carlos,💕
2023-04-22,17:24:00,Dome ✨ Babe,💞
2023-04-22,19:21:00,Carlos,🤔
2023-04-22,19:42:00,Carlos,🤔
2023-04-23,15:06:00,Dome ✨ Babe,👀
2023-04-23,15:06:00,Dome ✨ Babe,👀
2023-04-23,15:06:00,Dome ✨ Babe,👀
2023-04-23,15:10:00,Dome ✨ Babe,👀
2023-04-23,15:12:00,Dome ✨ Babe,🥸
2023-04-23,15:13:00,Dome ✨ Babe,👀
2023-04-23,15:13:00,Dome ✨ Babe,👀
2023-04-23,15:13:00,Dome ✨ Babe,👀
2023-04-23,15:17:00,Dome ✨ Babe,🥸
2023-04-23,15:17:00,Carlos,🤣
2023-04-23,15:22:00,Carlos,🤔
2023-04-23,15:23:00,Carlos,🤔
2023-04-23,15:23:00,Dome ✨ Babe,🤣
2023-04-23,15:23:00,Dome ✨ Babe,🤣
2023-04-23,15:23:00,Dome ✨ Babe,🤣
2023-04-23,15:26:00,Dome ✨ Babe,😠
2023-04-23,15:37:00,Dome ✨ Babe,🥸
2023-04-23,15:37:00,Dome ✨ Babe,🥸
2023-04-23,15:37:00,Dome ✨ Babe,🥸
2023-04-23,15:42:00,Dome ✨ Babe,😏
2023-04-23,15:42:00,Dome ✨ Babe,😳
2023-04-23,15:42:00,Dome ✨ Babe,✨
2023-04-23,15:42:00,Dome ✨ Babe,🥰
2023-04-23,16:26:00,Dome ✨ Babe,😏
2023-04-23,18:37:00,Carlos,🥰
2023-04-23,18:52:00,Dome ✨ Babe,👀
2023-04-23,21:38:00,Dome ✨ Babe,🤣
2023-04-23,21:39:00,Dome ✨ Babe,👀
2023-04-24,12:55:00,Dome ✨ Babe,💕
2023-04-24,14:03:00,Dome ✨ Babe,🥸
2023-04-24,14:03:00,Carlos,😥
2023-04-24,17:05:00,Dome ✨ Babe,😘
2023-04-24,18:08:00,Carlos,🥰
2023-04-24,21:54:00,Carlos,🥰
